Place| Cat   | Name                    : Rank
339  | -     | Fox, Clay               : 560
339  | 2     | Goodall, Tim            : 560
339  | 5     | Jordan, Joshua          : 560
339  | -     | Petresen, Lars          : 560
339  | 4     | Vicencio, Maria         : 560
340  | -     | Cordeiro, Matthew       : 561
340  | 2     | DeGraff, Joshua         : 561
340  | -     | Halley, Sleight         : 561
340  | 3     | Hayden, Rolland         : 561
340  | -     | Ho, Evan                : 561
340  | -     | Laverty, Ron            : 561
340  | -     | Loscutoff, Andrew       : 561
340  | -     | Mason, Luke             : 561
340  | -     | McElwaine, Euan         : 561
340  | -     | Neilson, Erik           : 561
340  | -     | Pikart, Thomas          : 561
340  | 3/4/5 | Robinson, Keaghlan      : 561
340  | -     | Rousseau, Thomas        : 561
340  | 4     | Shepard, Dwan           : 561
340  | -     | Sweeten, Dennis         : 561
340  | -     | Taggart, Branden        : 561
340  | -     | Tickner, Ben            : 561
340  | 5     | Wilburn, Michael S      : 561
341  | -     | Aldersebaes, Dave       : 562
341  | -     | Bankead, Richard        : 562
341  | -     | Bauer, Emi              : 562
341  | 2     | Gallagher, Elizabeth    : 562
341  | -     | Grave, Gabe             : 562
341  | 2     | Guidroz, Justin         : 562
341  | 1/2   | Howard, Graham          : 562
341  | -     | Johnson, Jeremy         : 562
341  | 5     | peterson, luce          : 562
341  | 5     | Ramakiers, Stacy        : 562
341  | -     | Sedor, Nic              : 562
341  | -     | Stavro, Cristina        : 562
341  | 3     | Swavely, Jay            : 562
341  | 4     | Winter, Jericho         : 562
342  | -     | Barlow, Paul            : 563
342  | 4     | Boyles, Brett           : 563
342  | 2     | Bradley, Mark           : 563
342  | 4     | Burles, Sean            : 563
342  | -     | Johnson, Noel           : 563
342  | -     | Kailin, Aden            : 563
342  | 4     | Pearson, Shawna         : 563
342  | -     | Robinson, Dave          : 563
342  | 5     | Sardell, Shannon        : 563
342  | -     | Singleton, Jason        : 563
343  | -     | Erdenberger, Max        : 564
343  | -     | Feldman, Devin          : 564
343  | -     | Jackson, Scott          : 564
343  | 5     | Jarolimek, Andrew       : 564
343  | -     | Nilan, Tom              : 564
343  | -     | Polansky, David         : 564
343  | 4     | Reynolds, Jason         : 564
343  | 2     | Sampson, Mckenzie       : 564
343  | -     | Schartz, Sam            : 564
343  | 5     | Smith, Anthony T.       : 564
343  | -     | Smith, Bryan            : 564
343  | -     | Witt, Greg              : 564
343  | 3     | Wolf, Rich              : 564
344  | -     | Abel, Henry             : 565
344  | -     | Boxberger, David        : 565
344  | -     | Draskovic, John         : 565
344  | 5     | Hockett, Will           : 565
344  | -     | Holbert, Landon         : 565
344  | -     | Knox, David             : 565
344  | 3     | Mobbs, Fay              : 565
344  | 4     | Owen, Kristina          : 565
344  | 4     | Salvey, Daniel          : 565
344  | 3     | Vander Haegen, Geraldine: 565
344  | -     | Wimberly, Jonathan      : 565
344  | -     | Wuepper, Reed           : 565
345  | 2     | Burrell, Johnny         : 566
345  | -     | Churchill, Ales         : 566
345  | 3     | Gill, Quincy            : 566
345  | -     | Hecox, Douglas          : 566
345  | 1/2   | nelson, jon             : 566
345  | 5     | Nelson, Philip          : 566
345  | -     | Sippel, Tim             : 566
345  | -     | Sorensen, Brian         : 566
345  | -     | Vander Laan, Dirk       : 566
346  | -     | Hendricks, Nicole       : 567
346  | 5     | Holmes, Lindsay         : 567
346  | -     | Jennings, Thane         : 567
346  | -     | Lopez, Ron              : 567
346  | 4/5   | Marean, Ben             : 567
346  | -     | McCarthy, Christopher   : 567
346  | 3     | Phillips, Jennifer      : 567
346  | -     | Turner, AJ              : 567
346  | 4     | Valenti, Tim            : 567
346  | -     | Yates, Justin           : 567
347  | 3     | Baxter, Andrew          : 568
347  | 2     | Berg, Kyle              : 568
347  | 5     | enderle, mitch          : 568
347  | -     | Mallory, Gravity        : 568
347  | -     | Mcknight, Walter        : 568
347  | 5     | Miller, Blaine          : 568
347  | 3/4/5 | Royce, Emma             : 568
347  | -     | Smith, Brian            : 568
347  | 5     | Smith, Ryan             : 568
348  | -     | Barksdale, Eddie        : 569
348  | -     | boehnke, michael        : 569
348  | -     | Crosby, Ryan            : 569
348  | 3/4/5 | DiGiorgio, Michael      : 569
348  | -     | Emerson, Mike           : 569
348  | 3     | Johnston, Taylor        : 569
348  | -     | Lanners, Hans           : 569
348  | 3/4/5 | Lehman, Luke            : 569
348  | 2     | Meeks, Andy             : 569
348  | -     | Rottenberg, Rebekah     : 569
348  | -     | Souders, Orion          : 569
348  | 2     | Standish, Jeff          : 569
348  | 3     | Stewart, Andrew         : 569
348  | -     | Wiant, Phillip          : 569
348  | 2     | Wilhite, Josh           : 569
348  | 3     | Winkler, Gabe           : 569
349  | -     | Bond-Welch, Oliver      : 570
349  | -     | Bussey, David           : 570
349  | -     | Carter, Craig           : 570
349  | 3     | Frommelt, Jon           : 570
349  | -     | Gearhart, Jason         : 570
349  | 2     | Gould, Courtney         : 570
349  | 5     | Greene, Kaitlin         : 570
349  | -     | Harple, Todd            : 570
349  | -     | Hawes, Shea             : 570
349  | 5     | Kelly, Erin             : 570
349  | -     | Morgenson, Tyler        : 570
349  | -     | Peale, James            : 570
349  | 2     | Reeves, Matt            : 570
349  | -     | Rose, Grayson           : 570
349  | -     | Shoemaker, Luke         : 570
349  | 3     | Smith, Ellene           : 570
349  | 5     | Stevens, Chase          : 570
349  | -     | Tombelson, Dustin       : 570
349  | 4/5   | Villiger, Nathan        : 570
349  | 1     | Wilson, Julie           : 570
350  | -     | Artman, Chester         : 571
350  | -     | Beard, Alexandria       : 571
350  | -     | Bulow, Morten           : 571
350  | -     | Bussey, Joshua          : 571
350  | 1/2   | Carroll, Adam           : 571
350  | -     | Drobna, Alice           : 571
350  | -     | English, Rob            : 571
350  | -     | Glass, Stephen          : 571
350  | 3     | Halligan, Kerry         : 571
350  | -     | Holmberg, Robert        : 571
350  | -     | Johnson, Rob            : 571
350  | -     | Kanter, Michael         : 571
350  | 3     | Mahoney, Annie          : 571
350  | -     | Morris, Joshua          : 571
350  | -     | Northcraft, Colin       : 571
350  | -     | Page, Michael           : 571
350  | 5     | Read, Trey              : 571
350  | 4/5   | Reynolds, Jeff          : 571
350  | -     | Rodarte, Nathan         : 571
350  | -     | Wherity, Chris          : 571
350  | -     | Wilkey, Chris           : 571
351  | -     | Armesto, Stephanie      : 572
351  | 5     | Bailey, Zoey            : 572
351  | -     | Crocker, Alison         : 572
351  | 2     | Holt, Liz               : 572
351  | -     | Kuehn, Aaron            : 572
351  | 2     | Mercer, Michelle        : 572
351  | -     | Metz, Michael           : 572
351  | -     | Schiller, Brian         : 572
351  | -     | Spedini, Federico       : 572
351  | -     | Sturges, Mark           : 572
351  | 4     | Thomas, Leslie          : 572
351  | 3     | Wang, Eddie             : 572
351  | -     | Weiler, Andrew          : 572
352  | -     | Bonney, Spencer         : 573
352  | -     | Capdevila, Caterina     : 573
352  | -     | Cossins, James          : 573
352  | -     | Frankel, Max            : 573
352  | -     | Freeman, Cullen         : 573
352  | -     | Gizinski, Greg          : 573
352  | -     | Haynie, Aidan           : 573
352  | -     | Hendrix, Jeb            : 573
352  | -     | Holmes, Landon          : 573
352  | -     | Jonke, James            : 573
352  | 4     | Larabee, Brett          : 573
352  | -     | Leibowitz, Flo          : 573
352  | -     | Loewenstein, Max        : 573
352  | -     | McDonagh, James         : 573
352  | 1     | Melkonian, Lora         : 573
352  | -     | Pallanez, Dustin        : 573
352  | -     | Palmer, Morgan          : 573
352  | 5     | Pfiffer, Quinlan        : 573
352  | -     | Schoening, Joel         : 573
352  | -     | Shays, Kai              : 573
352  | -     | Sloane, Bethany         : 573
352  | -     | Weeman, Erik            : 573
352  | 3/4/5 | Wickander, Chad         : 573
352  | 3     | Wielenga, Brian         : 573
353  | 4     | Claggett, Kevin         : 574
353  | 3     | Coombs, Jesse           : 574
353  | 1/2   | Demoe, Luke             : 574
353  | -     | Erdenbender, Max        : 574
353  | -     | Gohmon, Gregory         : 574
353  | 3     | Haffner, Sam            : 574
353  | 5     | Halpern, Melinda        : 574
353  | -     | Harris, Max             : 574
353  | -     | Hofeld, Daegan          : 574
353  | 5     | Holdsworth, Emily       : 574
353  | -     | Johnson, Issac          : 574
353  | 4     | Kennedy, Jeremy         : 574
353  | 3     | Larson, Joe             : 574
353  | -     | Martin, Sarah           : 574
353  | -     | McClintock, Jared       : 574
353  | -     | McCoy, Jonathan         : 574
353  | 5     | Meza, Eric              : 574
353  | 3     | Nelson, Andrew          : 574
353  | 3     | Page, Chris             : 574
353  | -     | Plummer, Riley          : 574
353  | 4     | Reeves, Heidi           : 574
353  | -     | rodriguez, albert       : 574
353  | -     | Spears, Ward            : 574
353  | 3     | Tanler, Cory            : 574
353  | -     | Westerfield, Hunter     : 574
354  | 2     | Brault, Lori            : 575
354  | -     | Cox, Zach               : 575
354  | -     | Funk, Mike              : 575
354  | -     | Hagenboom, Eric         : 575
354  | -     | Hoile, Danny            : 575
354  | -     | Houghton, Danny         : 575
354  | -     | Jackson, Tyler          : 575
354  | 5     | Jacobson, Rebecca       : 575
354  | 3     | Martin, Kathleen        : 575
354  | 4     | O'Gara, Kevin           : 575
354  | -     | Ramey, Kyle             : 575
354  | -     | Snyder, Victoria        : 575
354  | 4     | Soto, Luke              : 575
354  | 4     | Trost, Phillip M        : 575
355  | -     | Arildson, Dan           : 576
355  | 4     | Bathke, Chris           : 576
355  | -     | Boyd, Melissa           : 576
355  | 4     | Carrico, Brian          : 576
355  | -     | Case, Matthew           : 576
355  | 4     | Churchill, Alex         : 576
355  | 2     | Fidler, Jo              : 576
355  | 4     | Gauntt, Bryan           : 576
355  | 5     | Gifford, Eva            : 576
355  | -     | Gold, Mitch             : 576
355  | -     | Kirkland, Phillip       : 576
355  | -     | Marcus, Riley           : 576
355  | -     | Mizee, Evelynn          : 576
355  | 2     | Ohotto, Anthony         : 576
355  | 2     | Ott, Alan               : 576
355  | 5     | Sharpe, Trenna          : 576
355  | -     | Silvey, Zach            : 576
355  | -     | tousignant, john        : 576
356  | -     | Anderson, Parker        : 577
356  | -     | Capalbo, Mark           : 577
356  | -     | Carpenter, Troy         : 577
356  | 3     | Clark, Amber            : 577
356  | -     | Creswick, Gregory       : 577
356  | 3     | Davies, Laura           : 577
356  | -     | Ely, Kim                : 577
356  | -     | Fudge, Julia            : 577
356  | 3     | Harris, Mark            : 577
356  | -     | Iverson, Peter          : 577
356  | -     | Johnson, Kendal         : 577
356  | -     | Kendrick, Mike          : 577
356  | -     | Lynch, Heather          : 577
356  | -     | Martin, Mike            : 577
356  | 4     | Mensing, Erin           : 577
356  | -     | Moseley, Megan          : 577
356  | -     | Neilsen, Eric           : 577
356  | 4     | Power, Kat              : 577
356  | -     | Rice, Abby              : 577
356  | -     | Wick, Zach              : 577
356  | 5     | Williamson, Tom         : 577
357  | 4     | Church, Jordan          : 578
357  | -     | Cortell, Adam           : 578
357  | -     | Craft, Jennifer         : 578
357  | -     | DeWit, Joel             : 578
357  | -     | DuPlantis, Colin        : 578
357  | -     | Friedman, Maxwell       : 578
357  | -     | Gullickson, Hayden      : 578
357  | -     | Jones, Ryan             : 578
357  | -     | Leritz, Coco            : 578
357  | -     | Martiez, Nicholas       : 578
357  | -     | McCraw, Chris           : 578
357  | -     | Murez, James            : 578
357  | 4     | Powers, Melissa         : 578
357  | 3/4/5 | Sarrett, Karlee         : 578
357  | -     | Spranger, Kristina      : 578
357  | -     | Stute, Nick             : 578
357  | 4     | Sunderland, James       : 578
358  | 3     | Albright, Eric          : 579
358  | -     | Apostol, Simon          : 579
358  | 5     | Bassett, Palmer         : 579
358  | -     | Begus, Otto             : 579
358  | -     | Benziger, Peter         : 579
358  | -     | Brown, Luke             : 579
358  | -     | cowan, david            : 579
358  | -     | Daniels, Chase          : 579
358  | 5     | Ford, Stephen           : 579
358  | 4/5   | Franek, Bridget         : 579
358  | 5     | Furgerson, Brandt       : 579
358  | 5     | Holloway, Sissel        : 579
358  | -     | Jarrell, Brennan        : 579
358  | -     | Love, Alan              : 579
358  | -     | Meilinger, Chris        : 579
358  | 4/5   | Merritt, Jonathan       : 579
358  | -     | P.S. McConnell, George P.S.: 579
358  | -     | Saborit-Guasch, Kevin   : 579
358  | 3     | Smith, Griffin          : 579
358  | 5     | Steimer, Jessica        : 579
358  | -     | Train, Bodjie           : 579
358  | 4     | Weber, Christine        : 579
359  | -     | Bourcier, Vikki         : 580
359  | 1     | Brown, Brigette         : 580
359  | -     | Carter, Scott           : 580
359  | -     | Chancellor, Coulter     : 580
359  | -     | Cherry, Arah            : 580
359  | -     | Crossman, Sadie         : 580
359  | -     | Hagedorn, Hendrik       : 580
359  | -     | Hayes, Carl             : 580
359  | -     | Hryciz, Gwen            : 580
359  | -     | joyce, peter            : 580
359  | -     | Lewis, Wayne            : 580
359  | -     | Martin, Kerry           : 580
359  | -     | McFarland, Max          : 580
359  | -     | Nussbaumer, Valerie     : 580
359  | -     | Renshaw, Tiffany        : 580
359  | 4     | Schwenderlauf, Sherry   : 580
359  | 4     | Shaw, Natalie           : 580
359  | -     | Shiffman, Sam           : 580
359  | 2     | VanGorder Lasof, Cara   : 580
359  | -     | Wilkinson, Thomas       : 580
360  | -     | Bellini, Fabio          : 581
360  | -     | Collins, Thayer         : 581
360  | -     | Emond, James            : 581
360  | -     | Fitzpatrick, Chris      : 581
360  | 4     | Goldman, Alexander      : 581
360  | -     | Gougisha, Andre         : 581
360  | -     | Hill, Mongomery         : 581
360  | -     | Jones, Jeff             : 581
360  | 5     | Kosanovic, Jared        : 581
360  | -     | Lensen, Ean             : 581
360  | 3     | Lester, Jackson         : 581
360  | -     | Nightingale, Colby      : 581
360  | -     | Palmer, Dale            : 581
360  | -     | Phomma, Kevin           : 581
360  | -     | Secrist, An             : 581
360  | -     | Snow, Jeff              : 581
360  | -     | Steen, Beth             : 581
360  | -     | Taylor, Stephanie       : 581
360  | -     | Thomas, Billy           : 581
360  | -     | Tong, Jacob             : 581
360  | -     | Wescott, Cameron        : 581
360  | -     | Wessel, Robin           : 581
360  | 5     | Wilkin, Matt            : 581
361  | 4     | Armstrong, Emma         : 582
361  | 1     | Cody, Thomas            : 582
361  | -     | Culver, Barbara         : 582
361  | -     | Dance, Aaron            : 582
361  | -     | Donovn, Phil            : 582
361  | -     | Hollingsworth, Scott    : 582
361  | -     | Howe, John              : 582
361  | -     | Jaszkowiak, Matt        : 582
361  | -     | Koch, Nathan            : 582
361  | -     | Livingston, John        : 582
361  | -     | Mizee, Scott            : 582
361  | 4     | Nelson, Chris           : 582
361  | 3     | Norris, Jordan          : 582
361  | 4     | Phillips, Taylor        : 582
361  | -     | Schmid, Johnny          : 582
361  | 3     | Schmitz, Camilla        : 582
361  | -     | Seward, Ryan            : 582
361  | 4     | Smith, David K.         : 582
361  | -     | Smith, Jeff             : 582
361  | 4     | Snyder, Kurt            : 582
361  | -     | Soontararak, Max        : 582
361  | -     | Stilson, Mack           : 582
361  | -     | Stoller, Jakob          : 582
361  | -     | Tyrrell, Leia           : 582
361  | 3     | VanWeelden, Dylan       : 582
361  | 4     | Werhane, Cindy          : 582
361  | -     | Winchester, Noah        : 582
361  | -     | Yoon, James             : 582
362  | 5     | Barney, Matt            : 583
362  | -     | Boland, Derek           : 583
362  | -     | Brown, Justin           : 583
362  | 3     | Byzick, Neil            : 583
362  | 5     | Campbell, Glori         : 583
362  | -     | Chambers, Ian           : 583
362  | -     | Copenhaver, Robert      : 583
362  | 5     | Dailey, Patrick         : 583
362  | 4     | Dusseau, Victoria       : 583
362  | -     | Dwyer, Brian            : 583
362  | -     | Ellerbruch, Austin      : 583
362  | -     | Gaul, Trevor            : 583
362  | 4     | Hagedorn, Hau           : 583
362  | 5     | Halloway, Sissle        : 583
362  | -     | Johnson, Mark           : 583
362  | -     | Lorenz, Brian           : 583
362  | -     | McCaffrey, Maggie       : 583
362  | -     | McRobie, David          : 583
362  | -     | Modie, Jonathan         : 583
362  | -     | Molletta, Eric          : 583
362  | 4     | Olson, Zachary          : 583
362  | 3     | Rodriguez, Kate         : 583
362  | -     | Shaefer, Nathan         : 583
363  | 3     | Fitzgerald, Conor       : 584
363  | -     | Furholm, Steffen        : 584
363  | -     | Lingwood, Alynda        : 584
363  | -     | Long, Jesse             : 584
363  | 5     | Paxton, Maura           : 584
363  | -     | Potestio, Richard       : 584
363  | -     | Rodarte, Vince          : 584
363  | -     | Schoene, Rod            : 584
363  | 4     | Smith, Oliver           : 584
363  | 5     | St., Dan                : 584
363  | -     | Theriot, Dylan          : 584
363  | -     | Werhol-Streeter, Seth   : 584
364  | 3     | Anderson, Rob           : 585
364  | -     | Bender, James           : 585
364  | -     | Cissna, Andrew          : 585
364  | 4     | Coleman, Scott          : 585
364  | -     | Gutwald IV, Peter       : 585
364  | -     | Hanel, Kylee            : 585
364  | -     | Klein, Adriel           : 585
364  | 4     | Lagerstrom, Elise       : 585
364  | -     | LaVeine, Andrew         : 585
364  | 5     | lehnert, august         : 585
364  | -     | Maiano, Stacy           : 585
364  | -     | Milander, Curtis        : 585
364  | -     | Pendygraft, Annie       : 585
364  | -     | Peterson, Tristan       : 585
364  | -     | Rose, Jason             : 585
364  | -     | Singleton, Ryan         : 585
364  | 3     | Staha, Aysha            : 585
364  | -     | Tervo, Eric             : 585
364  | -     | Thompson, Jessica       : 585
364  | -     | Upper, Daniel           : 585
364  | -     | Wilson, John            : 585
364  | -     | Ybaben, Michael         : 585
365  | -     | Arkell, Valerie         : 586
365  | 4     | Billowitz, Layla        : 586
365  | -     | Elder, Kimberley        : 586
365  | -     | Gepper, Jeff            : 586
365  | -     | Grummon-Beale, Juliette : 586
365  | -     | Handorff, Dan           : 586
365  | 5     | Harrison, Dan           : 586
365  | -     | Hoye, Jason             : 586
365  | -     | Jenks, Claire           : 586
365  | 4     | Rose, Jody              : 586
365  | -     | Schaivo, Lillian        : 586
365  | 5     | Spring, Easton          : 586
365  | -     | Stromberg, Stacey       : 586
365  | -     | Sunitsch, Zach          : 586
365  | -     | Tuttle, Henry           : 586
365  | -     | Unfres, Joseph          : 586
365  | 5     | Waldron, Jannel         : 586
365  | -     | Walker, Kate            : 586
365  | -     | Werner, Mica            : 586
365  | 5     | Wheeler, Anna           : 586
365  | -     | Winans, Jennifer        : 586
365  | -     | Zuendel, Karsten        : 586
366  | -     | Aslani, Koosha          : 587
366  | -     | Basden, Steven          : 587
366  | -     | Bilanski, Tara          : 587
366  | -     | Brown, Chance           : 587
366  | 4     | Carolan, Erin           : 587
366  | -     | Cohen, Felix            : 587
366  | -     | Dodge, David            : 587
366  | -     | Duncan, Andrew          : 587
366  | -     | Garner, James           : 587
366  | -     | Hatfield, Richard       : 587
366  | -     | Hunt, Patrick           : 587
366  | -     | Jeremy, andersen        : 587
366  | -     | Kreps, Andrew           : 587
366  | -     | Laverde, Luca           : 587
366  | -     | Paris, Dominic          : 587
366  | 5     | Parson, Nathanael       : 587
366  | -     | Pfeifer, Jason          : 587
366  | -     | platis, Joshua          : 587
366  | -     | Rathburn, Sam           : 587
366  | 4     | Sofhauser, Austen       : 587
366  | -     | St.Germain, Dan         : 587
367  | 3     | Anderson, Paul          : 588
367  | -     | Bordman, Max            : 588
367  | -     | Bustard, Aaron          : 588
367  | -     | Cheever, Dan            : 588
367  | -     | Christensen, Dana       : 588
367  | 5     | Colemen, Ariel          : 588
367  | -     | Diaz, Roberto           : 588
367  | -     | Hendrickson, Jared      : 588
367  | -     | Higgins Honek, Heather  : 588
367  | -     | Hopkins, Michael        : 588
367  | -     | Houghton, Andrew        : 588
367  | 3     | Keller, Mike            : 588
367  | -     | Linford, Jake           : 588
367  | 4     | Mansolillo, Robert      : 588
367  | 4     | Mavila, Ursula          : 588
367  | -     | McGhie, Nile            : 588
367  | -     | Metz, Michael           : 588
367  | -     | Mueller, Gregory        : 588
367  | -     | Pungor, Daniel          : 588
367  | -     | Ragsdale, Jon           : 588
367  | -     | Saso, Phil              : 588
367  | 3     | Schoenborn, Thomas      : 588
367  | 4     | Seymour, Amy            : 588
367  | -     | Sickler, Thomas         : 588
367  | 5     | Simpson, Amelia         : 588
367  | -     | Walton, Sean            : 588
367  | -     | Wastberg, Steven        : 588
367  | -     | Zarosinski, Caan        : 588
368  | -     | Benfield, Miles         : 589
368  | -     | Brunner, Bjoern         : 589
368  | -     | Bullard, Travis         : 589
368  | -     | Cochran, Marty          : 589
368  | -     | Corkran, Douglas        : 589
368  | -     | Crane, Jason            : 589
368  | 3     | Deobald, Christy        : 589
368  | -     | Derick, Mosman          : 589
368  | -     | DeVries, Paul           : 589
368  | -     | Embree, David           : 589
368  | -     | Hampson, Jack           : 589
368  | -     | Hauver, Abby            : 589
368  | -     | Hedrick, Leigh          : 589
368  | -     | Jaszkowiak, Alex        : 589
368  | 4     | Johnston, Emily         : 589
368  | -     | Kaczmarek, Eric         : 589
368  | -     | Kinnear, Meg            : 589
368  | -     | kleaveland, kim         : 589
368  | -     | Krupp, Tim              : 589
368  | -     | Lahmann, Alex           : 589
368  | -     | Lamper, Steve           : 589
368  | -     | Mangubat, Lorenzo       : 589
368  | -     | McNary, Emily           : 589
368  | -     | Newman, Gavin           : 589
368  | -     | rodriguez, Sophia       : 589
368  | -     | Rogers, Geoff           : 589
368  | -     | Staples, Jordan         : 589
368  | 4     | Stivers, Brice          : 589
368  | -     | Tomkins, Ben            : 589
368  | -     | Weaver, Axel            : 589
368  | -     | Winicki, Frank          : 589
369  | -     | Alenduff, Dirk          : 590
369  | -     | Bansmer, Michael        : 590
369  | -     | Bartnikowski, Sebastian : 590
369  | -     | Benguerel, Justin       : 590
369  | -     | Blankenship, Kori       : 590
369  | -     | Bradford, Craig         : 590
369  | -     | Braun, Mark             : 590
369  | -     | Brown, Jenny            : 590
369  | -     | Chasse, Claire          : 590
369  | -     | Chung, Dominic          : 590
369  | -     | Coates, Larry           : 590
369  | -     | Coe, Michael            : 590
369  | -     | Cook, Leo               : 590
369  | -     | Cowling, Sara           : 590
369  | -     | Dodge, Kiley            : 590
369  | -     | Duhon, Brian            : 590
369  | -     | Durate, Aaron           : 590
369  | -     | Dydasco, Deja           : 590
369  | -     | Farling, Scott          : 590
369  | -     | Gay, Alex               : 590
369  | -     | Gaylord, Jodi           : 590
369  | -     | Guzman, Benito          : 590
369  | -     | Hamness, Rose-Ann       : 590
369  | -     | Hargis, Alyssa          : 590
369  | -     | Harris, Brian           : 590
369  | -     | Helgren, Ben            : 590
369  | 4     | Hubert, Christine       : 590
369  | -     | Jordan, Thad            : 590
369  | -     | Kaylor, Andrew          : 590
369  | -     | Keshava Murthy, Savyasaachi: 590
369  | -     | Klinger, Charles        : 590
369  | -     | Lara, Jorge             : 590
369  | -     | Leritz, Harper          : 590
369  | -     | Little, Thomas          : 590
369  | -     | Marron, Isaac           : 590
369  | -     | Marron, James           : 590
369  | -     | Melson, Israel Jr.      : 590
369  | -     | Miller, Tracy           : 590
369  | -     | Moen, Ron               : 590
369  | -     | Moore, Kel              : 590
369  | 4     | Morris, Kelley          : 590
369  | -     | Moss, Jan               : 590
369  | -     | negasi, samual          : 590
369  | -     | Nelson, Chris           : 590
369  | -     | Nielsen, Peter          : 590
369  | -     | Olson, Beckett          : 590
369  | -     | Peterson, Adam          : 590
369  | -     | Reynolds, Simon         : 590
369  | -     | Roerig, Kyle            : 590
369  | -     | Rohani, Reyaz           : 590
369  | -     | Rosell, Jack            : 590
369  | -     | Rousseau, Rob           : 590
369  | -     | Sampson, Noah           : 590
369  | -     | Smelser, Koen           : 590
369  | 2     | Smith, Darren           : 590
369  | -     | Snyder, Laila           : 590
369  | -     | Taft, Erick             : 590
369  | -     | Taylor, Eric            : 590
369  | -     | Taylor, Ted             : 590
369  | -     | Theriot, Jesse          : 590
369  | -     | Theriot, Troy           : 590
369  | -     | Tiffany, Adam           : 590
369  | -     | Tims, John              : 590
369  | -     | Umberhandt, James       : 590
369  | -     | Yau-Luu, Fiona          : 590
369  | -     | Zak, Isaac              : 590
370  | 3     | Atkey, Warren           : 591
370  | -     | Baxter, Justin          : 591
370  | -     | Bishop, Mac             : 591
370  | -     | Bostad, Jessica         : 591
370  | -     | Boyd, Bonnie            : 591
370  | -     | campbell, mack          : 591
370  | -     | Carlson, Tara           : 591
370  | -     | Estrin, David           : 591
370  | 5     | Gunsul, Kyle            : 591
370  | -     | Hargis, Shyan           : 591
370  | -     | Hazekamp, Earl          : 591
370  | -     | Kruit, Ryan             : 591
370  | -     | Lammers, Ryan           : 591
370  | -     | Massine, Russell        : 591
370  | -     | McCord, Dennis          : 591
370  | -     | Moote, David            : 591
370  | 4     | Pedersen, Anders        : 591
370  | -     | Skalet, Zachary         : 591
370  | -     | Sprando, Michelle       : 591
370  | -     | Twichell, Jagen         : 591
370  | 4     | Vaillancourt-Sals, Amy  : 591
370  | -     | Western, Kara           : 591
370  | -     | Zenoniani, Marc         : 591
371  | -     | Avery, Jackson          : 592
371  | -     | Baunsgard, Neil         : 592
371  | -     | Bell, Tristan           : 592
371  | 5     | Bowman, Doug            : 592
371  | -     | Bridgewater, Chris      : 592
371  | -     | Brodehl, Marc           : 592
371  | -     | Cable, Trevor           : 592
371  | -     | Cacioppo, Dorothy       : 592
371  | -     | Cardwell, Philip        : 592
371  | -     | Carlson, Riley          : 592
371  | -     | Cazemier, Gregory       : 592
371  | -     | Davis, Joseph           : 592
371  | -     | Deschler, Caleb         : 592
371  | -     | Dodge, Corbin           : 592
371  | 4     | Dubuisson-Kahn, Nadege  : 592
371  | -     | Enderle, Ann            : 592
371  | -     | Erdman, Matt            : 592
371  | 4     | Fee, David              : 592
371  | -     | Flynn, Brendan          : 592
371  | -     | Freeman, Dan            : 592
371  | -     | Harple, Griffin         : 592
371  | -     | Harris, Sheena          : 592
371  | -     | Honer, Jordan           : 592
371  | -     | Jero, Devon             : 592
371  | 4     | Lange, Jeff             : 592
371  | 3/4/5 | Loftus, Emmett          : 592
371  | -     | McCann, Cliff           : 592
371  | -     | Muench, Sarah           : 592
371  | -     | Neilson, David          : 592
371  | -     | Sampson, Katharine      : 592
371  | -     | Schur, Maria            : 592
371  | -     | Spriggs, Morgan         : 592
371  | -     | storton, john           : 592
371  | -     | Stringer, Kenneth       : 592
371  | -     | Stromquist, Sophia      : 592
371  | -     | Tritz, Thomas           : 592
371  | -     | Tyburski, Austin        : 592
371  | -     | Tye, Angela             : 592
371  | 5     | Vallion, Laura          : 592
371  | 5     | Wall, Emily             : 592
371  | -     | Ward, Kellie            : 592
371  | -     | Ward, Lizzy             : 592
371  | -     | Wilson, Peyton          : 592
371  | -     | Winnen, Michael         : 592
371  | -     | winterman, andrea       : 592
371  | -     | Yano, Mari              : 592
371  | 5     | Zybin, Alexander        : 592
372  | -     | Alverez, Devon          : 593
372  | 1/2   | Engel, Matt             : 593
372  | -     | Hogenboom, Eric         : 593
372  | -     | Holm, Chris             : 593
372  | -     | Jones, Holden           : 593
372  | -     | McBride, Henry          : 593
372  | 3     | Moote, Susan            : 593
372  | 5     | Newcomer, Natalie       : 593
372  | -     | Russell, Loren          : 593
372  | -     | Schenk, Bobby           : 593
372  | -     | Shen, Charlton          : 593
372  | -     | Stark, Adison           : 593
373  | -     | Abel, Jack              : 594
373  | -     | Adams, John             : 594
373  | -     | Amparo, Alex            : 594
373  | -     | Appuhn, Tanya           : 594
373  | 4     | Bazzano, Leah           : 594
373  | -     | Beebe, Tessa            : 594
373  | -     | Broadman, Nicola        : 594
373  | -     | Buchholz, Brian         : 594
373  | -     | Bump, Tyler             : 594
373  | -     | Burns, Charlie          : 594
373  | -     | Campbell, Michael       : 594
373  | -     | Coggins, James          : 594
373  | -     | Coppa, Jim              : 594
373  | 5     | Doolittle, Adrian       : 594
373  | -     | Flatten, Aaron          : 594
373  | -     | Goude, Zach             : 594
